MM-DD,winter_wheat,winter_barley,winter_rye,other_winter_cereals,spring_wheat,spring_barley,spring_oats,maize,beans_lupins_peas,potatoes,sugar_beet,rapeseed,clover_alfalfa,arable_grass,permanent_grass,fruit_trees
06-11,0.10808043249999999,0.1596882325,0.1118013775,0.1234831225,0.13129727600000002,0.1455483115,0.13643089249999998,0.1056516125,0.14325948,0.11708919375,0.1179077025,0.1640964225,0.13964363749999997,0.1413277325,0.1569954425,0.15599083749999998
06-16,0.103577725,0.1480087275,0.109302225,0.11958369,0.12801297350000002,0.14347731625000001,0.1339479425,0.109053498,0.1443610375,0.128164675,0.12572210250000002,0.15881349,0.13552799100000001,0.13723563,0.150156719,0.1477351185
06-21,0.103873815,0.134650195,0.10745771874999999,0.1170905215,0.1251633275,0.14384460999999998,0.1304020025,0.11287930899999998,0.144455235,0.13573057,0.129261085,0.15629821500000002,0.1312653375,0.13311737499999998,0.144067435,0.14128821625
06-26,0.107525441,0.12288309750000001,0.10690064974999999,0.1145544935,0.12372794374999999,0.1446610125,0.1271251215,0.1175809665,0.1438054375,0.1406720575,0.1306528025,0.15331516875,0.12854666,0.130491355,0.1416416975,0.1342280775
07-01,0.10018504724999999,0.10752500125,0.09870355750000001,0.10517596250000001,0.11585411000000001,0.1345839735,0.117161399,0.11286985375,0.134101585,0.1328695775,0.12569703499999998,0.137206405,0.1173044,0.11939094624999999,0.1305887725,0.12450712374999999
07-06,0.0940141525,0.09680291,0.09159816100000001,0.0976331335,0.11021731900000001,0.124948214,0.11063178875,0.10854815374999999,0.1256409,0.12846930999999998,0.1230405075,0.1209986615,0.110704974,0.112904065,0.1242956275,0.1167168225
07-11,0.08364833975,0.08707514800000002,0.08442485100000001,0.08831987875,0.10272061099999999,0.11218974625,0.10216647625,0.10201292349999999,0.11465023099999999,0.12221460125,0.1166540375,0.10145018274999999,0.10188060525,0.10476762125,0.11557100000000001,0.10641521550000001
07-16,0.07897261375,0.08249422,0.082618931,0.08471754875000001,0.09917069625,0.10499383000000001,0.0992370775,0.100923805,0.1082225015,0.1236732575,0.1163921775,0.08977630275000001,0.09949112499999999,0.10316880275000001,0.11420705649999999,0.1021734885
07-21,0.07917980325,0.08255897,0.08550249624999999,0.0862689485,0.09822415625,0.10310616750000001,0.100506177,0.1047065865,0.10543284124999999,0.1293196975,0.1214663,0.08529537875000001,0.10279745700000001,0.1065078075,0.1187880825,0.1042764065
07-26,0.0859395625,0.08824212099999999,0.09306858125,0.091174125,0.102162879,0.10799729525000001,0.1063006575,0.11147981500000001,0.1063962565,0.1366488825,0.13110022500000001,0.08879528025,0.11222690375,0.11448395925000002,0.1297810815,0.10754001625
