MM-DD,winter_wheat,winter_barley,winter_rye,other_winter_cereals,spring_wheat,spring_barley,spring_oats,maize,beans_lupins_peas,potatoes,sugar_beet,rapeseed,clover_alfalfa,arable_grass,permanent_grass,fruit_trees
06-01,0.13885517074374543,0.13455903173762523,0.11314278638187872,0.12618350967527373,0.11982972569836504,0.13471386756356876,0.12169772947092546,0.08758262215700242,0.12815849944265098,0.1054480832407497,0.08549866365937245,0.13550292387143942,0.11526284238909118,0.11978403333092227,0.1382083350740356,0.1444580555602067
06-06,0.14182155496362825,0.13122125906462417,0.11286139000615684,0.1279425587800027,0.1286411055568078,0.13895404380894819,0.12848593543233555,0.09624905093800135,0.13465676983726163,0.11994509131344579,0.09254774460569953,0.13863363338427653,0.11803146599507178,0.12202285203023298,0.14013529540669822,0.14777567929790675
06-11,0.14096224536795818,0.12293216134013132,0.11135548768560175,0.1270822285248426,0.13506967554648144,0.141707083696691,0.1338331765724623,0.10562808482237827,0.13897537995292822,0.1310603097230802,0.09965292482789027,0.1385246889137714,0.12169807625007203,0.125347145592404,0.14174139629818616,0.14989280390452708
06-16,0.1384683334480773,0.10989639295104245,0.10779141178657875,0.1233457615790667,0.1389266039298103,0.14251547616341775,0.13659996180226636,0.11373351206100352,0.14027301860361763,0.13724749840050382,0.10630372935790232,0.13642018287831312,0.12357571296125752,0.12704707012797542,0.14223319471582924,0.1513383498611189
06-21,0.13370281914159626,0.09338850844882486,0.10155173476255777,0.11577738614367376,0.14012253388169366,0.14099331403609178,0.13548605121193996,0.12040313213374162,0.13740214363789507,0.13987469328390884,0.1112564296832714,0.1306771373971323,0.12269223849206357,0.12592798478858416,0.14086160944884174,0.15173788071354663
06-26,0.12481800648642795,0.07596441168299932,0.09221225036319498,0.10392553890915582,0.1358611166180855,0.13357207504045535,0.12833452841864285,0.12188689821442882,0.12820090163511244,0.13771297663054102,0.11285911416146208,0.12025564793513506,0.11707008702184778,0.1198824069734639,0.13565426229279912,0.14813892524085448
07-01,0.1098198930220815,0.06176286777276335,0.08230696478354557,0.09130671242974116,0.12719299277922547,0.12090865141938577,0.1177733917781887,0.11985643732715268,0.11737615027719872,0.13091075115443015,0.1105168034098307,0.10502753691532438,0.11001041515250377,0.1118273557805676,0.1290835727015138,0.14242602022169387
07-06,0.09390111988676572,0.054086355159801494,0.07664687626933862,0.08195049054798165,0.11906279318806678,0.10909920847956739,0.10968331816032692,0.1213895018911886,0.10988462756673127,0.12604402488333716,0.10959837452723284,0.08986863363119743,0.10596692920781672,0.10765954870361645,0.1271542186523346,0.1404048399088454
07-11,0.0753232526536112,0.0490595418853473,0.07406694019383987,0.0753098553234527,0.10895704845944643,0.09842727816042122,0.1013365844143785,0.12153631713341473,0.10152036358198854,0.12112199275593297,0.1055712386192252,0.07459517024656895,0.10192343550020128,0.10429899128773652,0.12451242070099142,0.13720559799711496
07-16,0.06247657485281912,0.04477212071647453,0.07262891738914962,0.07086550873993124,0.1009638276249,0.0899846848415869,0.09556867683160504,0.12388878875345657,0.09465807849010771,0.1183589111049287,0.1055672796956101,0.06434399394499828,0.1006025584955523,0.10323701590597045,0.12447265273991205,0.13613213849382844
07-21,0.053839354003066504,0.04231506943922433,0.07066024323673595,0.0672691307090748,0.09303190855833485,0.08218231974651566,0.08992852243997562,0.125371196704397,0.08733385347509443,0.11523620998106002,0.10828353861969756,0.0572547364036342,0.10031063122490289,0.10200576486388113,0.12513250431550887,0.13501116796414225
07-26,0.04877134544018765,0.0408818792680514,0.06611508459053815,0.06231137473055967,0.08408363748918755,0.07476927878223502,0.08219291260863375,0.12266297239658537,0.07796289902979091,0.11021815154976826,0.11462995798124287,0.052940368671739124,0.0975984577278601,0.09750579082770498,0.12396214393615586,0.1295797980939653
07-31,0.04458649199657122,0.04048779884784207,0.06268123646451279,0.058624833706766175,0.07700523374930235,0.06713162583528332,0.07842195643042107,0.12368019844096462,0.07221344515139108,0.10558344544367404,0.11805048248407188,0.050378212563165305,0.0988364181088026,0.09562789275456085,0.12432382974942201,0.1289027084085802
08-05,0.04281233886023525,0.04130384521274625,0.06000485645717285,0.05595382757233257,0.06817687069925543,0.0630551080396834,0.07438002105377513,0.12010906185202748,0.06718129355601243,0.09719882077856964,0.11655334074536972,0.0507374831971476,0.0971307310496994,0.09240145460070832,0.1226818940509877,0.12546110539493976
08-10,0.04141723446602475,0.041986407904614775,0.05836575313617375,0.054275391543841,0.06251381591742268,0.06015544977408953,0.07051830548501978,0.11514809361186264,0.06271972492695707,0.09058338677178997,0.11342595785677885,0.0526941380225614,0.09451559807036575,0.08903291865230445,0.12053298895153552,0.12186647575440263
08-15,0.041494555346091554,0.04334591464387093,0.05818930642425878,0.05413874961244668,0.06060656885479347,0.0594758997960317,0.0695549677403679,0.11225439760654232,0.06039261166881527,0.08660442054174967,0.1123416849652686,0.056468652298851105,0.09421607990437877,0.08897881774049965,0.12080057962332622,0.12222423726051292
08-20,0.04208931128222448,0.04491324939689052,0.05931684860050827,0.05510521266730868,0.0594757827536149,0.059613895884151405,0.06967724033188653,0.1095255989914996,0.05922795518615866,0.08296441919521783,0.11246316616043356,0.0605026635392982,0.09497077626369922,0.09000595052825078,0.12128557029437223,0.12355714371463604
08-25,0.04254171865481603,0.04620349242969275,0.0609676705907833,0.05651398331515032,0.0573677435081281,0.0593244026829403,0.07059661928732962,0.1081537053550561,0.05945738483595097,0.0777861063418549,0.11581857163429078,0.06287472017523613,0.09767354480600773,0.09294445794393065,0.12331344672376832,0.12583521287693977
08-30,0.044911024116992104,0.04970776700748107,0.0651160400933271,0.0600630067186941,0.05636365620511787,0.05997473029884875,0.07543177247270726,0.11098291614324843,0.0624238573999655,0.07360554228795779,0.11983904505372966,0.06498343837544998,0.10536944675973565,0.10090403977304223,0.12968743654879406,0.12889479498642425
